French,Vegan,Warm Broccoli Rice Bowl ,32 min,"Broccoli, Herbs, Black pepper, Tomato",,"Step 1: Chop the vegetables and prepare the Broccoli. Step 2: Heat oil in a pan and steam onion, garlic, and spices. Step 3: Add Broccoli and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a rice bowl."
Vietnamese,Vegetarian,Minty Quinoa Soup ,24 min,"Quinoa, Olive oil, Herbs, Chili, Ginger, Black pepper, Sugar",,"Step 1: Chop the vegetables and prepare the Quinoa. Step 2: Heat oil in a pan and grill onion, garlic, and spices. Step 3: Add Quinoa and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a soup."
Italian,Vegetarian,Easy Mushroom Casserole ,1 hr 26 min,"Mushroom, Yogurt, Honey, Milk, Sugar, Cheese, Nuts, Paprika","Milk, Nuts, Honey","Step 1: Chop the vegetables and prepare the Mushroom. Step 2: Heat oil in a pan and blanch onion, garlic, and spices. Step 3: Add Mushroom and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a casserole."
Moroccan,Vegetarian,Peanut Cauliflower Wrap ,34 min,"Cauliflower, Herbs, Nuts, Coriander, Tomato",Nuts,"Step 1: Chop the vegetables and prepare the Cauliflower. Step 2: Heat oil in a pan and grill onion, garlic, and spices. Step 3: Add Cauliflower and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a wrap."
Ethiopian,Vegetarian,Coconut Eggplant Stir-fry ,1 hr 5 min,"Eggplant, Lemon, Olive oil, Soy sauce, Chili, Yogurt, Salt, Honey","Milk, Soy, Eggs, Honey","Step 1: Chop the vegetables and prepare the Eggplant. Step 2: Heat oil in a pan and simmer onion, garlic, and spices. Step 3: Add Eggplant and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a stir-fry."
Caribbean,Non-Vegetarian,Hearty Beef Curry ,1 hr 29 min,"Beef, Garlic, Yogurt, Sugar, Soy sauce","Milk, Soy","Step 1: Marinate the Beef with salt, pepper, and spices. Step 2: Heat oil in a pan and steam the Beef until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a curry."
Thai,Vegan,Tangy Chickpeas Curry ,1 hr 24 min,"Chickpeas, Cumin, Onion, Salt, Vinegar, Black pepper, Flour, Tomato",Gluten,"Step 1: Chop the vegetables and prepare the Chickpeas. Step 2: Heat oil in a pan and pan-fry onion, garlic, and spices. Step 3: Add Chickpeas and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a curry."
Mediterranean,Vegetarian,Herbed Mushroom Fritters ,46 min,"Mushroom, Vinegar, Coriander, Yogurt, Paprika, Lemon",Milk,"Step 1: Chop the vegetables and prepare the Mushroom. Step 2: Heat oil in a pan and saute onion, garlic, and spices. Step 3: Add Mushroom and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a fritters."
Japanese,Vegetarian,Lemony Corn Pasta ,1 hr 17 min,"Corn, Paprika, Olive oil, Onion",,"Step 1: Chop the vegetables and prepare the Corn. Step 2: Heat oil in a pan and pan-fry onion, garlic, and spices. Step 3: Add Corn and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a pasta."
Italian,Non-Vegetarian,Lemony Chicken Tacos ,1 hr 2 min,"Chicken, Chili, Yogurt, Ginger, Tomato, Lemon",Milk,"Step 1: Marinate the Chicken with salt, pepper, and spices. Step 2: Heat oil in a pan and pan-fry the Chicken until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a tacos."
French,Vegan,Quick Eggplant Soup ,24 min,"Eggplant, Salt, Tomato, Black pepper, Cumin, Lemon",Eggs,"Step 1: Chop the vegetables and prepare the Eggplant. Step 2: Heat oil in a pan and roast onion, garlic, and spices. Step 3: Add Eggplant and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a soup."
Lebanese,Vegan,Zesty Lentils Tacos ,1 hr 25 min,"Lentils, Ginger, Tomato, Cumin, Salt, Soy sauce, Coriander",Soy,"Step 1: Chop the vegetables and prepare the Lentils. Step 2: Heat oil in a pan and blanch onion, garlic, and spices. Step 3: Add Lentils and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a tacos."
Spanish,Vegetarian,Peanut Paneer Salad ,1 hr 10 min,"Paneer, Black pepper, Sugar, Tomato, Lemon",Milk,"Step 1: Chop the vegetables and prepare the Paneer. Step 2: Heat oil in a pan and blanch onion, garlic, and spices. Step 3: Add Paneer and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a salad."
Mexican,Non-Vegetarian,Garlic Chicken Salad ,54 min,"Chicken, Coriander, Lemon, Sugar, Nuts",Nuts,"Step 1: Marinate the Chicken with salt, pepper, and spices. Step 2: Heat oil in a pan and steam the Chicken until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a salad."
Mexican,Non-Vegetarian,Easy Pork Burger ,53 min,"Pork, Sugar, Tomato, Cheese",Milk,"Step 1: Marinate the Pork with salt, pepper, and spices. Step 2: Heat oil in a pan and roast the Pork until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a burger."
Korean,Vegetarian,Hearty Potato Stew ,1 hr 28 min,"Potato, Honey, Milk, Yogurt, Coriander","Milk, Honey","Step 1: Chop the vegetables and prepare the Potato. Step 2: Heat oil in a pan and braise onion, garlic, and spices. Step 3: Add Potato and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a stew."
Moroccan,Vegetarian,Warm Sweet potato Risotto ,1 hr 42 min,"Sweet potato, Vinegar, Milk, Black pepper, Yogurt, Coriander",Milk,"Step 1: Chop the vegetables and prepare the Sweet potato. Step 2: Heat oil in a pan and steam onion, garlic, and spices. Step 3: Add Sweet potato and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a risotto."
Greek,Non-Vegetarian,Garlic Salmon Risotto ,27 min,"Salmon, Lemon, Cumin, Butter, Honey, Garlic, Nuts","Milk, Nuts, Seafood, Honey","Step 1: Marinate the Salmon with salt, pepper, and spices. Step 2: Heat oil in a pan and simmer the Salmon until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a risotto."
Lebanese,Vegetarian,Lemony Sweet potato Skewers ,42 min,"Sweet potato, Butter, Lemon, Salt, Honey, Chili","Milk, Honey","Step 1: Chop the vegetables and prepare the Sweet potato. Step 2: Heat oil in a pan and bake onion, garlic, and spices. Step 3: Add Sweet potato and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a skewers."
Italian,Vegan,Crispy Mushroom Casserole ,26 min,"Mushroom, Ginger, Olive oil, Garlic",,"Step 1: Chop the vegetables and prepare the Mushroom. Step 2: Heat oil in a pan and grill onion, garlic, and spices. Step 3: Add Mushroom and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a casserole."
Lebanese,Vegan,Herbed Pumpkin Salad ,1 hr 29 min,"Pumpkin, Tomato, Cumin, Sugar",,"Step 1: Chop the vegetables and prepare the Pumpkin. Step 2: Heat oil in a pan and simmer onion, garlic, and spices. Step 3: Add Pumpkin and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a salad."
Peruvian,Non-Vegetarian,Minty Mutton Burger ,1 hr 58 min,"Mutton, Paprika, Coriander, Ginger, Yogurt, Nuts","Milk, Nuts","Step 1: Marinate the Mutton with salt, pepper, and spices. Step 2: Heat oil in a pan and simmer the Mutton until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a burger."
Caribbean,Vegan,Easy Cauliflower Sandwich ,2 hr,"Cauliflower, Olive oil, Tomato, Garlic, Salt",,"Step 1: Chop the vegetables and prepare the Cauliflower. Step 2: Heat oil in a pan and blanch onion, garlic, and spices. Step 3: Add Cauliflower and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a sandwich."
Italian,Vegetarian,Coconut Pumpkin Fritters ,1 hr 46 min,"Pumpkin, Cheese, Yogurt, Onion, Coriander, Salt",Milk,"Step 1: Chop the vegetables and prepare the Pumpkin. Step 2: Heat oil in a pan and grill onion, garlic, and spices. Step 3: Add Pumpkin and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a fritters."
Vietnamese,Vegan,Crispy Lentils Pilaf ,23 min,"Lentils, Tomato, Onion, Black pepper, Sugar",,"Step 1: Chop the vegetables and prepare the Lentils. Step 2: Heat oil in a pan and stir-fry onion, garlic, and spices. Step 3: Add Lentils and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a pilaf."
Chinese,Vegan,Peanut Spinach Salad ,1 hr 3 min,"Spinach, Herbs, Olive oil, Salt",,"Step 1: Chop the vegetables and prepare the Spinach. Step 2: Heat oil in a pan and saute onion, garlic, and spices. Step 3: Add Spinach and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a salad."
American,Non-Vegetarian,Lemony Turkey Kebab ,32 min,"Turkey, Herbs, Flour, Ginger",Gluten,"Step 1: Marinate the Turkey with salt, pepper, and spices. Step 2: Heat oil in a pan and roast the Turkey until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a kebab."
Vietnamese,Vegetarian,Quick Zucchini Kebab ,1 hr 5 min,"Zucchini, Tomato, Black pepper, Onion, Lemon, Cumin",,"Step 1: Chop the vegetables and prepare the Zucchini. Step 2: Heat oil in a pan and roast onion, garlic, and spices. Step 3: Add Zucchini and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a kebab."
Brazilian,Vegetarian,Smoky Broccoli Pizza ,30 min,"Broccoli, Milk, Black pepper, Vinegar, Honey","Milk, Honey","Step 1: Chop the vegetables and prepare the Broccoli. Step 2: Heat oil in a pan and simmer onion, garlic, and spices. Step 3: Add Broccoli and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a pizza."
Brazilian,Vegetarian,Smoky Tomato Pasta ,1 hr 43 min,"Tomato, Olive oil, Chili, Milk",Milk,"Step 1: Chop the vegetables and prepare the Tomato. Step 2: Heat oil in a pan and pan-fry onion, garlic, and spices. Step 3: Add Tomato and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a pasta."
Ethiopian,Vegetarian,Coconut Quinoa Rice Bowl ,1 hr 48 min,"Quinoa, Milk, Sugar, Black pepper, Tomato",Milk,"Step 1: Chop the vegetables and prepare the Quinoa. Step 2: Heat oil in a pan and blanch onion, garlic, and spices. Step 3: Add Quinoa and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a rice bowl."
Greek,Non-Vegetarian,Smoky Chicken Burger ,1 hr 37 min,"Chicken, Chili, Milk, Ginger, Coriander, Paprika, Garlic",Milk,"Step 1: Marinate the Chicken with salt, pepper, and spices. Step 2: Heat oil in a pan and braise the Chicken until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a burger."
Moroccan,Vegan,Crispy Quinoa Curry ,1 hr 20 min,"Quinoa, Tomato",,"Step 1: Chop the vegetables and prepare the Quinoa. Step 2: Heat oil in a pan and saute onion, garlic, and spices. Step 3: Add Quinoa and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a curry."
Mexican,Vegan,Creamy Corn Skewers ,1 hr 48 min,"Corn, Ginger, Garlic, Soy sauce, Flour","Soy, Gluten","Step 1: Chop the vegetables and prepare the Corn. Step 2: Heat oil in a pan and saute onion, garlic, and spices. Step 3: Add Corn and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a skewers."
Indian,Vegetarian,Tangy Cauliflower Frittata ,1 hr 19 min,"Cauliflower, Garlic, Olive oil, Onion, Soy sauce, Lemon, Paprika",Soy,"Step 1: Chop the vegetables and prepare the Cauliflower. Step 2: Heat oil in a pan and pan-fry onion, garlic, and spices. Step 3: Add Cauliflower and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a frittata."
Japanese,Vegetarian,Simple Pumpkin Pasta ,1 hr 5 min,"Pumpkin, Nuts, Garlic, Cumin, Onion",Nuts,"Step 1: Chop the vegetables and prepare the Pumpkin. Step 2: Heat oil in a pan and stir-fry onion, garlic, and spices. Step 3: Add Pumpkin and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a pasta."
French,Non-Vegetarian,Quick Shrimp Stir-fry ,29 min,"Shrimp, Cheese, Nuts, Vinegar, Coriander","Milk, Nuts, Seafood","Step 1: Marinate the Shrimp with salt, pepper, and spices. Step 2: Heat oil in a pan and saute the Shrimp until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a stir-fry."
Japanese,Vegan,Zesty Spinach Rice Bowl ,1 hr 53 min,"Spinach, Black pepper, Coriander, Sugar, Tomato",,"Step 1: Chop the vegetables and prepare the Spinach. Step 2: Heat oil in a pan and blanch onion, garlic, and spices. Step 3: Add Spinach and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a rice bowl."
Mexican,Non-Vegetarian,Herbed Lamb Tacos ,16 min,"Lamb, Honey, Paprika, Cheese, Salt, Lemon, Nuts, Vinegar","Milk, Nuts, Honey","Step 1: Marinate the Lamb with salt, pepper, and spices. Step 2: Heat oil in a pan and saute the Lamb until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a tacos."
French,Vegetarian,Minty Kidney beans Casserole ,1 hr 49 min,"Kidney beans, Lemon, Nuts, Salt, Yogurt, Herbs, Butter, Olive oil","Milk, Nuts","Step 1: Chop the vegetables and prepare the Kidney beans. Step 2: Heat oil in a pan and steam onion, garlic, and spices. Step 3: Add Kidney beans and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a casserole."
French,Non-Vegetarian,Crispy Mutton Frittata ,1 hr 18 min,"Mutton, Honey, Nuts, Herbs","Nuts, Honey","Step 1: Marinate the Mutton with salt, pepper, and spices. Step 2: Heat oil in a pan and bake the Mutton until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a frittata."
Lebanese,Vegetarian,Garlic Kidney beans Frittata ,22 min,"Kidney beans, Tomato, Herbs, Milk, Garlic",Milk,"Step 1: Chop the vegetables and prepare the Kidney beans. Step 2: Heat oil in a pan and grill onion, garlic, and spices. Step 3: Add Kidney beans and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a frittata."
Moroccan,Vegan,Honey Black beans Sandwich ,18 min,"Black beans, Chili, Herbs, Lemon, Ginger",,"Step 1: Chop the vegetables and prepare the Black beans. Step 2: Heat oil in a pan and boil onion, garlic, and spices. Step 3: Add Black beans and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a sandwich."
American,Non-Vegetarian,Hearty Beef Salad ,30 min,"Beef, Lemon, Salt, Yogurt, Coriander",Milk,"Step 1: Marinate the Beef with salt, pepper, and spices. Step 2: Heat oil in a pan and stir-fry the Beef until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a salad."
Vietnamese,Non-Vegetarian,Hearty Beef Wrap ,22 min,"Beef, Ginger, Salt, Honey",Honey,"Step 1: Marinate the Beef with salt, pepper, and spices. Step 2: Heat oil in a pan and pan-fry the Beef until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a wrap."
Chinese,Vegetarian,Warm Paneer Pizza ,1 hr 47 min,"Paneer, Onion, Olive oil, Vinegar, Salt, Paprika, Butter",Milk,"Step 1: Chop the vegetables and prepare the Paneer. Step 2: Heat oil in a pan and saute onion, garlic, and spices. Step 3: Add Paneer and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a pizza."
Vietnamese,Vegan,Creamy Tofu Casserole ,14 min,"Tofu, Soy sauce, Chili, Onion, Lemon, Black pepper",Soy,"Step 1: Chop the vegetables and prepare the Tofu. Step 2: Heat oil in a pan and steam onion, garlic, and spices. Step 3: Add Tofu and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a casserole."
Caribbean,Non-Vegetarian,Coconut Fish Kebab ,1 hr 56 min,"Fish, Coriander, Vinegar, Soy sauce, Olive oil, Herbs, Milk","Milk, Soy, Seafood","Step 1: Marinate the Fish with salt, pepper, and spices. Step 2: Heat oil in a pan and bake the Fish until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a kebab."
